CUST_ID,Cluster,Cluster_Name
C17534,1,高频购买型客户
C17535,1,高频购买型客户
C17536,0,低活跃型客户
C17538,0,低活跃型客户
C17539,2,现金预付型客户
C17540,2,现金预付型客户
C17541,1,高频购买型客户
C17542,0,低活跃型客户
C17543,0,低活跃型客户
C17544,2,现金预付型客户
C17545,2,现金预付型客户
C17546,2,现金预付型客户
C17547,2,现金预付型客户
C17548,2,现金预付型客户
C17549,1,高频购买型客户
C17550,1,高频购买型客户
C17551,0,低活跃型客户
C17553,2,现金预付型客户
C17554,2,现金预付型客户
C17555,2,现金预付型客户
C17556,2,现金预付型客户
C17557,2,现金预付型客户
C17558,2,现金预付型客户
C17559,0,低活跃型客户
C17560,2,现金预付型客户
C17561,1,高频购买型客户
C17562,2,现金预付型客户
C17563,0,低活跃型客户
C17565,2,现金预付型客户
C17566,1,高频购买型客户
C17567,2,现金预付型客户
C17568,3,稳健消费型客户
C17569,2,现金预付型客户
C17570,2,现金预付型客户
C17571,2,现金预付型客户
C17572,2,现金预付型客户
C17573,1,高频购买型客户
C17574,1,高频购买型客户
C17575,2,现金预付型客户
C17576,3,稳健消费型客户
C17577,2,现金预付型客户
C17578,2,现金预付型客户
C17579,1,高频购买型客户
C17580,2,现金预付型客户
C17581,2,现金预付型客户
C17582,2,现金预付型客户
C17583,1,高频购买型客户
C17584,2,现金预付型客户
C17585,3,稳健消费型客户
C17586,2,现金预付型客户
C17587,0,低活跃型客户
C17588,2,现金预付型客户
C17589,2,现金预付型客户
C17590,0,低活跃型客户
C17591,0,低活跃型客户
C17593,2,现金预付型客户
C17594,2,现金预付型客户
C17595,0,低活跃型客户
C17596,0,低活跃型客户
C17597,2,现金预付型客户
C17598,0,低活跃型客户
C17599,0,低活跃型客户
C17600,0,低活跃型客户
C17601,2,现金预付型客户
C17602,2,现金预付型客户
C17603,2,现金预付型客户
C17604,0,低活跃型客户
C17605,0,低活跃型客户
C17606,2,现金预付型客户
C17607,0,低活跃型客户
C17608,2,现金预付型客户
C17609,0,低活跃型客户
C17610,2,现金预付型客户
C17611,2,现金预付型客户
C17612,0,低活跃型客户
C17613,2,现金预付型客户
C17614,0,低活跃型客户
C17615,0,低活跃型客户
C17616,2,现金预付型客户
C17617,2,现金预付型客户
C17618,2,现金预付型客户
C17619,1,高频购买型客户
C17620,2,现金预付型客户
C17621,1,高频购买型客户
C17622,0,低活跃型客户
C17623,2,现金预付型客户
C17624,2,现金预付型客户
C17625,2,现金预付型客户
C17626,2,现金预付型客户
C17628,0,低活跃型客户
C17629,0,低活跃型客户
C17630,3,稳健消费型客户
C17631,3,稳健消费型客户
C17632,1,高频购买型客户
C17633,0,低活跃型客户
C17634,2,现金预付型客户
C17635,3,稳健消费型客户
C17636,3,稳健消费型客户
C17637,2,现金预付型客户
C17638,2,现金预付型客户
C17639,2,现金预付型客户
C17640,0,低活跃型客户
C17641,2,现金预付型客户
C17642,2,现金预付型客户
C17643,2,现金预付型客户
C17644,0,低活跃型客户
C17645,0,低活跃型客户
C17646,3,稳健消费型客户
C17647,1,高频购买型客户
C17648,0,低活跃型客户
C17649,1,高频购买型客户
C17650,2,现金预付型客户
C17651,2,现金预付型客户
C17652,2,现金预付型客户
C17653,0,低活跃型客户
C17654,0,低活跃型客户
C17655,2,现金预付型客户
C17656,2,现金预付型客户
C17657,2,现金预付型客户
C17658,1,高频购买型客户
C17659,2,现金预付型客户
C17660,0,低活跃型客户
C17661,1,高频购买型客户
C17662,2,现金预付型客户
C17663,0,低活跃型客户
C17664,3,稳健消费型客户
C17665,2,现金预付型客户
C17666,2,现金预付型客户
C17667,0,低活跃型客户
C17668,0,低活跃型客户
C17669,1,高频购买型客户
C17670,0,低活跃型客户
C17671,0,低活跃型客户
C17672,0,低活跃型客户
C17673,2,现金预付型客户
C17674,2,现金预付型客户
C17675,2,现金预付型客户
C17676,1,高频购买型客户
C17677,0,低活跃型客户
C17678,2,现金预付型客户
C17679,0,低活跃型客户
C17680,2,现金预付型客户
C17681,0,低活跃型客户
C17682,2,现金预付型客户
C17683,2,现金预付型客户
C17684,2,现金预付型客户
C17685,0,低活跃型客户
C17686,3,稳健消费型客户
C17687,1,高频购买型客户
C17688,2,现金预付型客户
C17689,1,高频购买型客户
C17690,3,稳健消费型客户
C17691,0,低活跃型客户
C17692,2,现金预付型客户
C17693,1,高频购买型客户
C17694,1,高频购买型客户
C17695,2,现金预付型客户
C17696,2,现金预付型客户
C17697,2,现金预付型客户
C17698,0,低活跃型客户
C17699,0,低活跃型客户
C17700,2,现金预付型客户
C17701,1,高频购买型客户
C17702,2,现金预付型客户
C17703,0,低活跃型客户
C17704,2,现金预付型客户
C17705,0,低活跃型客户
C17706,3,稳健消费型客户
C17707,2,现金预付型客户
C17708,2,现金预付型客户
C17709,2,现金预付型客户
C17710,2,现金预付型客户
C17711,1,高频购买型客户
C17712,2,现金预付型客户
C17713,2,现金预付型客户
C17714,1,高频购买型客户
C17715,2,现金预付型客户
C17716,1,高频购买型客户
C17717,1,高频购买型客户
C17718,2,现金预付型客户
C17719,1,高频购买型客户
C17720,2,现金预付型客户
C17721,2,现金预付型客户
C17722,2,现金预付型客户
C17723,0,低活跃型客户
C17724,1,高频购买型客户
C17726,2,现金预付型客户
C17727,1,高频购买型客户
C17728,2,现金预付型客户
C17729,0,低活跃型客户
C17730,2,现金预付型客户
C17731,1,高频购买型客户
C17732,0,低活跃型客户
C17733,2,现金预付型客户
C17734,2,现金预付型客户
C17735,0,低活跃型客户
C17736,2,现金预付型客户
C17737,2,现金预付型客户
C17738,3,稳健消费型客户
C17739,1,高频购买型客户
C17740,1,高频购买型客户
C17741,0,低活跃型客户
C17742,3,稳健消费型客户
C17743,0,低活跃型客户
C17744,2,现金预付型客户
C17745,0,低活跃型客户
C17746,2,现金预付型客户
C17747,2,现金预付型客户
C17748,2,现金预付型客户
C17749,2,现金预付型客户
C17750,0,低活跃型客户
C17751,2,现金预付型客户
C17752,0,低活跃型客户
C17753,3,稳健消费型客户
C17754,0,低活跃型客户
C17755,3,稳健消费型客户
C17756,0,低活跃型客户
C17757,1,高频购买型客户
C17758,2,现金预付型客户
C17759,0,低活跃型客户
C17760,2,现金预付型客户
C17761,2,现金预付型客户
C17762,0,低活跃型客户
C17763,2,现金预付型客户
C17764,0,低活跃型客户
C17765,3,稳健消费型客户
C17767,0,低活跃型客户
C17768,0,低活跃型客户
C17769,2,现金预付型客户
C17770,1,高频购买型客户
C17771,2,现金预付型客户
C17772,1,高频购买型客户
C17773,1,高频购买型客户
C17774,1,高频购买型客户
C17776,2,现金预付型客户
C17777,1,高频购买型客户
C17778,0,低活跃型客户
C17779,2,现金预付型客户
C17780,2,现金预付型客户
C17781,2,现金预付型客户
C17782,2,现金预付型客户
C17783,2,现金预付型客户
C17784,3,稳健消费型客户
C17785,2,现金预付型客户
C17786,2,现金预付型客户
C17787,2,现金预付型客户
C17788,0,低活跃型客户
C17789,0,低活跃型客户
C17790,0,低活跃型客户
C17791,0,低活跃型客户
C17792,1,高频购买型客户
C17793,1,高频购买型客户
C17794,2,现金预付型客户
C17795,3,稳健消费型客户
C17796,2,现金预付型客户
C17797,0,低活跃型客户
C17798,0,低活跃型客户
C17799,0,低活跃型客户
C17800,2,现金预付型客户
C17801,2,现金预付型客户
C17802,3,稳健消费型客户
C17803,2,现金预付型客户
C17804,1,高频购买型客户
C17805,0,低活跃型客户
C17806,0,低活跃型客户
C17807,0,低活跃型客户
C17808,2,现金预付型客户
C17809,0,低活跃型客户
C17810,2,现金预付型客户
C17811,2,现金预付型客户
C17812,2,现金预付型客户
C17813,2,现金预付型客户
C17814,0,低活跃型客户
C17815,1,高频购买型客户
C17816,2,现金预付型客户
C17817,1,高频购买型客户
C17818,0,低活跃型客户
C17819,1,高频购买型客户
C17820,2,现金预付型客户
C17821,1,高频购买型客户
C17822,2,现金预付型客户
C17823,0,低活跃型客户
C17824,0,低活跃型客户
C17825,2,现金预付型客户
C17826,3,稳健消费型客户
C17827,3,稳健消费型客户
C17828,0,低活跃型客户
C17829,0,低活跃型客户
C17830,0,低活跃型客户
C17831,2,现金预付型客户
C17832,0,低活跃型客户
C17833,2,现金预付型客户
C17834,2,现金预付型客户
C17835,1,高频购买型客户
C17836,2,现金预付型客户
C17837,0,低活跃型客户
C17838,2,现金预付型客户
C17839,0,低活跃型客户
C17840,3,稳健消费型客户
C17841,0,低活跃型客户
C17842,2,现金预付型客户
C17843,0,低活跃型客户
C17844,2,现金预付型客户
C17845,2,现金预付型客户
C17846,2,现金预付型客户
C17847,2,现金预付型客户
C17848,0,低活跃型客户
C17849,2,现金预付型客户
C17850,2,现金预付型客户
C17851,3,稳健消费型客户
C17852,2,现金预付型客户
C17853,2,现金预付型客户
C17854,0,低活跃型客户
C17855,3,稳健消费型客户
C17856,0,低活跃型客户
C17857,1,高频购买型客户
C17858,2,现金预付型客户
C17859,2,现金预付型客户
C17860,1,高频购买型客户
C17861,1,高频购买型客户
C17862,0,低活跃型客户
C17863,2,现金预付型客户
C17864,2,现金预付型客户
C17865,2,现金预付型客户
C17866,2,现金预付型客户
C17867,1,高频购买型客户
C17868,2,现金预付型客户
C17869,2,现金预付型客户
C17870,2,现金预付型客户
C17871,2,现金预付型客户
C17872,0,低活跃型客户
C17873,0,低活跃型客户
C17874,3,稳健消费型客户
C17875,0,低活跃型客户
C17876,2,现金预付型客户
C17877,0,低活跃型客户
C17878,3,稳健消费型客户
C17879,2,现金预付型客户
C17880,0,低活跃型客户
C17881,0,低活跃型客户
C17882,1,高频购买型客户
C17883,0,低活跃型客户
C17884,2,现金预付型客户
C17885,2,现金预付型客户
C17886,1,高频购买型客户
C17887,0,低活跃型客户
C17888,0,低活跃型客户
C17889,0,低活跃型客户
C17890,3,稳健消费型客户
C17891,3,稳健消费型客户
C17892,0,低活跃型客户
C17893,2,现金预付型客户
C17894,3,稳健消费型客户
C17895,2,现金预付型客户
C17896,2,现金预付型客户
C17897,2,现金预付型客户
C17898,1,高频购买型客户
C17899,3,稳健消费型客户
C17900,2,现金预付型客户
C17901,0,低活跃型客户
C17902,0,低活跃型客户
C17903,2,现金预付型客户
C17904,2,现金预付型客户
C17905,0,低活跃型客户
C17906,2,现金预付型客户
C17907,2,现金预付型客户
C17908,2,现金预付型客户
C17909,2,现金预付型客户
C17910,2,现金预付型客户
C17911,3,稳健消费型客户
C17912,1,高频购买型客户
C17913,2,现金预付型客户
C17914,2,现金预付型客户
C17915,0,低活跃型客户
C17916,0,低活跃型客户
C17917,1,高频购买型客户
C17919,0,低活跃型客户
C17920,2,现金预付型客户
C17921,0,低活跃型客户
C17922,2,现金预付型客户
C17923,2,现金预付型客户
C17924,0,低活跃型客户
C17925,2,现金预付型客户
C17926,0,低活跃型客户
C17927,1,高频购买型客户
C17928,2,现金预付型客户
C17929,2,现金预付型客户
C17930,0,低活跃型客户
C17931,0,低活跃型客户
C17933,2,现金预付型客户
C17934,0,低活跃型客户
C17935,2,现金预付型客户
C17937,0,低活跃型客户
C17938,1,高频购买型客户
C17939,2,现金预付型客户
C17940,0,低活跃型客户
C17941,3,稳健消费型客户
C17942,2,现金预付型客户
C17943,0,低活跃型客户
C17944,2,现金预付型客户
C17945,1,高频购买型客户
C17946,0,低活跃型客户
C17947,2,现金预付型客户
C17948,1,高频购买型客户
C17950,2,现金预付型客户
C17951,0,低活跃型客户
C17952,1,高频购买型客户
C17953,0,低活跃型客户
C17954,1,高频购买型客户
C17955,2,现金预付型客户
C17956,0,低活跃型客户
C17957,2,现金预付型客户
C17958,0,低活跃型客户
C17959,2,现金预付型客户
C17960,0,低活跃型客户
C17962,3,稳健消费型客户
C17963,2,现金预付型客户
C17964,0,低活跃型客户
C17965,2,现金预付型客户
C17966,0,低活跃型客户
C17967,0,低活跃型客户
C17968,2,现金预付型客户
C17969,2,现金预付型客户
C17970,1,高频购买型客户
C17971,2,现金预付型客户
C17972,1,高频购买型客户
C17973,2,现金预付型客户
C17974,2,现金预付型客户
C17975,3,稳健消费型客户
C17976,2,现金预付型客户
C17977,2,现金预付型客户
C17978,0,低活跃型客户
C17979,2,现金预付型客户
C17980,2,现金预付型客户
C17981,2,现金预付型客户
C17982,3,稳健消费型客户
C17983,0,低活跃型客户
C17984,0,低活跃型客户
C17985,0,低活跃型客户
C17986,0,低活跃型客户
C17988,0,低活跃型客户
C17989,2,现金预付型客户
C17990,2,现金预付型客户
C17991,0,低活跃型客户
C17992,2,现金预付型客户
C17993,2,现金预付型客户
C17994,0,低活跃型客户
C17995,0,低活跃型客户
C17996,2,现金预付型客户
C17997,3,稳健消费型客户
C17998,1,高频购买型客户
C17999,2,现金预付型客户
C18000,2,现金预付型客户
C18001,2,现金预付型客户
C18002,2,现金预付型客户
C18003,0,低活跃型客户
C18004,2,现金预付型客户
C18005,2,现金预付型客户
C18006,1,高频购买型客户
C18007,3,稳健消费型客户
C18008,2,现金预付型客户
C18009,2,现金预付型客户
C18010,0,低活跃型客户
C18011,2,现金预付型客户
C18012,2,现金预付型客户
C18013,2,现金预付型客户
C18014,2,现金预付型客户
C18015,2,现金预付型客户
C18016,2,现金预付型客户
C18017,0,低活跃型客户
C18018,2,现金预付型客户
C18019,3,稳健消费型客户
C18020,3,稳健消费型客户
C18021,1,高频购买型客户
C18022,2,现金预付型客户
C18023,3,稳健消费型客户
C18024,0,低活跃型客户
C18025,1,高频购买型客户
C18026,0,低活跃型客户
C18027,2,现金预付型客户
C18028,1,高频购买型客户
C18029,2,现金预付型客户
C18031,1,高频购买型客户
C18032,1,高频购买型客户
C18033,1,高频购买型客户
C18034,0,低活跃型客户
C18035,1,高频购买型客户
C18036,2,现金预付型客户
C18037,2,现金预付型客户
C18038,2,现金预付型客户
C18039,0,低活跃型客户
C18040,1,高频购买型客户
C18041,0,低活跃型客户
C18042,2,现金预付型客户
C18043,0,低活跃型客户
C18044,2,现金预付型客户
C18045,2,现金预付型客户
C18046,2,现金预付型客户
C18047,2,现金预付型客户
C18048,2,现金预付型客户
C18049,0,低活跃型客户
C18050,3,稳健消费型客户
C18051,3,稳健消费型客户
C18052,0,低活跃型客户
C18053,3,稳健消费型客户
C18054,3,稳健消费型客户
C18055,0,低活跃型客户
C18056,1,高频购买型客户
C18057,2,现金预付型客户
C18058,0,低活跃型客户
C18059,2,现金预付型客户
C18060,1,高频购买型客户
C18061,2,现金预付型客户
C18062,0,低活跃型客户
C18063,2,现金预付型客户
C18064,2,现金预付型客户
C18065,1,高频购买型客户
C18066,2,现金预付型客户
C18067,1,高频购买型客户
C18068,2,现金预付型客户
C18069,0,低活跃型客户
C18070,2,现金预付型客户
C18071,0,低活跃型客户
C18072,0,低活跃型客户
C18073,0,低活跃型客户
C18074,0,低活跃型客户
C18075,0,低活跃型客户
C18076,3,稳健消费型客户
C18077,2,现金预付型客户
C18078,2,现金预付型客户
C18079,2,现金预付型客户
C18080,2,现金预付型客户
C18081,2,现金预付型客户
C18082,0,低活跃型客户
C18083,3,稳健消费型客户
C18084,1,高频购买型客户
C18085,0,低活跃型客户
C18086,2,现金预付型客户
C18088,0,低活跃型客户
C18089,0,低活跃型客户
C18090,2,现金预付型客户
C18091,3,稳健消费型客户
C18092,2,现金预付型客户
C18093,2,现金预付型客户
C18094,2,现金预付型客户
C18095,2,现金预付型客户
C18096,1,高频购买型客户
C18097,0,低活跃型客户
C18098,1,高频购买型客户
C18099,2,现金预付型客户
C18100,2,现金预付型客户
C18101,2,现金预付型客户
C18102,1,高频购买型客户
C18103,1,高频购买型客户
C18104,2,现金预付型客户
C18105,0,低活跃型客户
C18106,2,现金预付型客户
C18107,2,现金预付型客户
C18108,0,低活跃型客户
C18109,2,现金预付型客户
C18110,1,高频购买型客户
C18111,0,低活跃型客户
C18112,2,现金预付型客户
C18113,1,高频购买型客户
C18114,1,高频购买型客户
C18115,3,稳健消费型客户
C18116,1,高频购买型客户
C18117,1,高频购买型客户
C18118,3,稳健消费型客户
C18119,2,现金预付型客户
C18120,0,低活跃型客户
C18121,2,现金预付型客户
C18122,2,现金预付型客户
C18123,0,低活跃型客户
C18124,2,现金预付型客户
C18125,1,高频购买型客户
C18126,2,现金预付型客户
C18127,0,低活跃型客户
C18128,2,现金预付型客户
C18129,2,现金预付型客户
C18130,2,现金预付型客户
C18131,2,现金预付型客户
C18132,0,低活跃型客户
C18134,2,现金预付型客户
C18135,0,低活跃型客户
C18136,1,高频购买型客户
C18137,2,现金预付型客户
C18138,1,高频购买型客户
C18139,3,稳健消费型客户
C18140,2,现金预付型客户
C18141,2,现金预付型客户
C18142,2,现金预付型客户
C18143,2,现金预付型客户
C18144,2,现金预付型客户
C18145,1,高频购买型客户
C18146,2,现金预付型客户
C18147,1,高频购买型客户
C18148,2,现金预付型客户
C18149,2,现金预付型客户
C18150,2,现金预付型客户
C18151,0,低活跃型客户
C18152,2,现金预付型客户
C18153,2,现金预付型客户
C18154,2,现金预付型客户
C18155,2,现金预付型客户
C18156,1,高频购买型客户
C18157,2,现金预付型客户
C18158,2,现金预付型客户
C18159,2,现金预付型客户
C18160,0,低活跃型客户
C18161,2,现金预付型客户
C18162,2,现金预付型客户
C18163,1,高频购买型客户
C18164,2,现金预付型客户
C18165,2,现金预付型客户
C18166,0,低活跃型客户
C18167,2,现金预付型客户
C18168,2,现金预付型客户
C18169,2,现金预付型客户
C18170,2,现金预付型客户
C18171,0,低活跃型客户
C18172,0,低活跃型客户
C18173,0,低活跃型客户
C18174,2,现金预付型客户
C18175,0,低活跃型客户
C18176,2,现金预付型客户
C18177,1,高频购买型客户
C18179,3,稳健消费型客户
C18180,0,低活跃型客户
C18181,2,现金预付型客户
C18182,0,低活跃型客户
C18183,0,低活跃型客户
C18184,2,现金预付型客户
C18185,2,现金预付型客户
C18186,2,现金预付型客户
C18187,2,现金预付型客户
C18188,2,现金预付型客户
C18189,2,现金预付型客户
C18190,2,现金预付型客户
C18191,1,高频购买型客户
C18192,2,现金预付型客户
C18193,2,现金预付型客户
C18194,2,现金预付型客户
C18195,2,现金预付型客户
C18196,1,高频购买型客户
C18197,2,现金预付型客户
C18198,0,低活跃型客户
C18199,2,现金预付型客户
C18200,2,现金预付型客户
C18201,0,低活跃型客户
C18202,2,现金预付型客户
C18203,3,稳健消费型客户
C18204,2,现金预付型客户
C18205,2,现金预付型客户
C18206,2,现金预付型客户
C18207,3,稳健消费型客户
C18208,2,现金预付型客户
C18209,2,现金预付型客户
C18210,2,现金预付型客户
C18211,0,低活跃型客户
C18212,2,现金预付型客户
C18214,0,低活跃型客户
C18215,2,现金预付型客户
C18216,3,稳健消费型客户
C18217,2,现金预付型客户
C18218,2,现金预付型客户
C18219,0,低活跃型客户
C18220,2,现金预付型客户
C18221,2,现金预付型客户
C18222,1,高频购买型客户
C18223,2,现金预付型客户
C18224,0,低活跃型客户
C18225,2,现金预付型客户
C18226,2,现金预付型客户
C18227,2,现金预付型客户
C18228,2,现金预付型客户
C18229,0,低活跃型客户
C18230,2,现金预付型客户
C18231,2,现金预付型客户
C18232,2,现金预付型客户
C18233,1,高频购买型客户
C18234,2,现金预付型客户
C18235,2,现金预付型客户
C18236,0,低活跃型客户
C18237,2,现金预付型客户
C18238,1,高频购买型客户
C18239,2,现金预付型客户
C18240,2,现金预付型客户
C18241,2,现金预付型客户
C18242,2,现金预付型客户
C18243,1,高频购买型客户
C18244,2,现金预付型客户
C18245,3,稳健消费型客户
C18246,0,低活跃型客户
C18247,2,现金预付型客户
C18248,2,现金预付型客户
C18249,0,低活跃型客户
C18250,2,现金预付型客户
C18251,0,低活跃型客户
C18252,2,现金预付型客户
C18253,0,低活跃型客户
C18254,0,低活跃型客户
C18255,0,低活跃型客户
C18256,2,现金预付型客户
C18257,2,现金预付型客户
C18258,0,低活跃型客户
C18259,2,现金预付型客户
C18260,2,现金预付型客户
C18261,2,现金预付型客户
C18262,2,现金预付型客户
C18263,0,低活跃型客户
C18264,2,现金预付型客户
C18266,0,低活跃型客户
C18267,0,低活跃型客户
C18268,2,现金预付型客户
C18269,0,低活跃型客户
C18270,3,稳健消费型客户
C18271,0,低活跃型客户
C18272,2,现金预付型客户
C18273,3,稳健消费型客户
C18274,2,现金预付型客户
C18275,2,现金预付型客户
C18276,2,现金预付型客户
C18277,2,现金预付型客户
C18278,0,低活跃型客户
C18279,2,现金预付型客户
C18280,2,现金预付型客户
C18281,2,现金预付型客户
C18282,0,低活跃型客户
C18283,1,高频购买型客户
C18284,2,现金预付型客户
C18285,2,现金预付型客户
C18286,2,现金预付型客户
C18287,0,低活跃型客户
C18288,2,现金预付型客户
C18289,2,现金预付型客户
C18290,0,低活跃型客户
C18291,1,高频购买型客户
C18292,1,高频购买型客户
C18293,0,低活跃型客户
C18294,0,低活跃型客户
C18296,0,低活跃型客户
C18297,2,现金预付型客户
C18298,2,现金预付型客户
C18299,1,高频购买型客户
C18300,2,现金预付型客户
C18301,0,低活跃型客户
C18302,2,现金预付型客户
C18303,2,现金预付型客户
C18304,0,低活跃型客户
C18305,0,低活跃型客户
C18306,2,现金预付型客户
C18307,0,低活跃型客户
C18308,3,稳健消费型客户
C18309,2,现金预付型客户
C18310,2,现金预付型客户
C18311,2,现金预付型客户
C18312,2,现金预付型客户
C18313,1,高频购买型客户
C18314,2,现金预付型客户
C18315,2,现金预付型客户
C18316,2,现金预付型客户
C18317,0,低活跃型客户
C18318,2,现金预付型客户
C18319,2,现金预付型客户
C18320,0,低活跃型客户
C18321,0,低活跃型客户
C18322,2,现金预付型客户
C18323,2,现金预付型客户
C18324,0,低活跃型客户
C18326,2,现金预付型客户
C18327,2,现金预付型客户
C18328,2,现金预付型客户
C18329,2,现金预付型客户
C18330,1,高频购买型客户
C18331,0,低活跃型客户
C18332,2,现金预付型客户
C18333,2,现金预付型客户
C18334,2,现金预付型客户
C18335,2,现金预付型客户
C18336,2,现金预付型客户
C18337,2,现金预付型客户
C18338,2,现金预付型客户
C18339,3,稳健消费型客户
C18340,0,低活跃型客户
C18341,0,低活跃型客户
C18342,0,低活跃型客户
C18343,2,现金预付型客户
C18344,0,低活跃型客户
C18345,2,现金预付型客户
C18346,2,现金预付型客户
C18347,3,稳健消费型客户
C18348,1,高频购买型客户
C18349,2,现金预付型客户
C18350,2,现金预付型客户
C18351,0,低活跃型客户
C18352,1,高频购买型客户
C18353,0,低活跃型客户
C18354,2,现金预付型客户
C18355,2,现金预付型客户
C18356,2,现金预付型客户
C18357,0,低活跃型客户
C18358,0,低活跃型客户
C18359,0,低活跃型客户
C18360,3,稳健消费型客户
C18361,0,低活跃型客户
C18362,0,低活跃型客户
C18363,0,低活跃型客户
C18364,2,现金预付型客户
C18365,0,低活跃型客户
C18366,0,低活跃型客户
C18367,0,低活跃型客户
C18368,3,稳健消费型客户
C18369,2,现金预付型客户
C18370,3,稳健消费型客户
C18371,3,稳健消费型客户
C18372,2,现金预付型客户
C18373,2,现金预付型客户
C18374,0,低活跃型客户
C18375,2,现金预付型客户
C18376,2,现金预付型客户
C18377,2,现金预付型客户
C18378,0,低活跃型客户
C18379,1,高频购买型客户
C18380,0,低活跃型客户
C18381,2,现金预付型客户
C18382,0,低活跃型客户
C18383,0,低活跃型客户
C18384,0,低活跃型客户
C18385,2,现金预付型客户
C18386,2,现金预付型客户
C18387,0,低活跃型客户
C18388,2,现金预付型客户
C18389,2,现金预付型客户
C18390,0,低活跃型客户
C18391,0,低活跃型客户
C18392,2,现金预付型客户
C18393,2,现金预付型客户
C18394,1,高频购买型客户
C18395,2,现金预付型客户
C18396,2,现金预付型客户
C18397,1,高频购买型客户
C18398,2,现金预付型客户
C18399,2,现金预付型客户
C18400,0,低活跃型客户
C18401,1,高频购买型客户
C18402,1,高频购买型客户
C18403,2,现金预付型客户
C18404,2,现金预付型客户
C18405,2,现金预付型客户
C18406,2,现金预付型客户
C18407,0,低活跃型客户
C18408,0,低活跃型客户
C18409,2,现金预付型客户
C18410,2,现金预付型客户
C18411,2,现金预付型客户
C18412,2,现金预付型客户
C18413,0,低活跃型客户
C18414,2,现金预付型客户
C18415,0,低活跃型客户
C18416,2,现金预付型客户
C18417,2,现金预付型客户
C18418,2,现金预付型客户
C18419,2,现金预付型客户
C18420,3,稳健消费型客户
C18421,2,现金预付型客户
C18422,2,现金预付型客户
C18423,0,低活跃型客户
C18424,0,低活跃型客户
C18425,2,现金预付型客户
C18426,0,低活跃型客户
C18427,0,低活跃型客户
C18428,0,低活跃型客户
C18429,2,现金预付型客户
C18430,2,现金预付型客户
C18431,0,低活跃型客户
C18432,2,现金预付型客户
C18433,0,低活跃型客户
C18434,2,现金预付型客户
C18435,1,高频购买型客户
C18436,0,低活跃型客户
C18437,3,稳健消费型客户
C18438,2,现金预付型客户
C18439,2,现金预付型客户
C18440,2,现金预付型客户
C18441,2,现金预付型客户
C18442,0,低活跃型客户
C18443,3,稳健消费型客户
C18444,2,现金预付型客户
C18445,2,现金预付型客户
C18446,0,低活跃型客户
C18447,3,稳健消费型客户
C18449,2,现金预付型客户
C18450,2,现金预付型客户
C18451,0,低活跃型客户
C18452,2,现金预付型客户
C18453,2,现金预付型客户
C18454,2,现金预付型客户
C18455,2,现金预付型客户
C18456,0,低活跃型客户
C18457,2,现金预付型客户
C18458,3,稳健消费型客户
C18459,2,现金预付型客户
C18460,1,高频购买型客户
C18461,3,稳健消费型客户
C18462,2,现金预付型客户
C18463,0,低活跃型客户
C18464,0,低活跃型客户
C18465,0,低活跃型客户
C18466,2,现金预付型客户
C18467,2,现金预付型客户
C18468,2,现金预付型客户
C18469,2,现金预付型客户
C18470,2,现金预付型客户
C18471,0,低活跃型客户
C18472,0,低活跃型客户
C18473,2,现金预付型客户
C18474,2,现金预付型客户
C18475,0,低活跃型客户
C18476,2,现金预付型客户
C18477,1,高频购买型客户
C18478,0,低活跃型客户
C18479,3,稳健消费型客户
C18480,1,高频购买型客户
C18481,2,现金预付型客户
C18482,2,现金预付型客户
C18483,2,现金预付型客户
C18484,2,现金预付型客户
C18485,0,低活跃型客户
C18486,3,稳健消费型客户
C18487,3,稳健消费型客户
C18488,0,低活跃型客户
C18489,0,低活跃型客户
C18490,0,低活跃型客户
C18491,2,现金预付型客户
C18492,2,现金预付型客户
C18493,3,稳健消费型客户
C18494,2,现金预付型客户
C18495,3,稳健消费型客户
C18496,2,现金预付型客户
C18497,0,低活跃型客户
C18498,2,现金预付型客户
C18499,2,现金预付型客户
C18500,2,现金预付型客户
C18501,0,低活跃型客户
C18502,0,低活跃型客户
C18503,0,低活跃型客户
C18504,0,低活跃型客户
C18505,3,稳健消费型客户
C18506,2,现金预付型客户
C18507,2,现金预付型客户
C18508,0,低活跃型客户
C18509,0,低活跃型客户
C18510,2,现金预付型客户
C18511,2,现金预付型客户
C18512,2,现金预付型客户
C18513,1,高频购买型客户
C18514,2,现金预付型客户
C18515,2,现金预付型客户
C18516,2,现金预付型客户
C18517,3,稳健消费型客户
C18518,0,低活跃型客户
C18519,0,低活跃型客户
C18520,2,现金预付型客户
C18521,2,现金预付型客户
C18522,0,低活跃型客户
C18523,0,低活跃型客户
C18524,2,现金预付型客户
C18525,2,现金预付型客户
C18526,0,低活跃型客户
C18527,0,低活跃型客户
C18528,3,稳健消费型客户
C18529,3,稳健消费型客户
C18530,3,稳健消费型客户
C18531,1,高频购买型客户
C18532,1,高频购买型客户
C18533,2,现金预付型客户
C18534,1,高频购买型客户
C18535,0,低活跃型客户
C18536,3,稳健消费型客户
C18537,0,低活跃型客户
C18538,0,低活跃型客户
C18539,0,低活跃型客户
C18540,0,低活跃型客户
C18541,0,低活跃型客户
C18542,2,现金预付型客户
C18543,0,低活跃型客户
C18544,2,现金预付型客户
C18545,3,稳健消费型客户
C18546,1,高频购买型客户
C18547,2,现金预付型客户
C18548,0,低活跃型客户
